Date,aave,aptos,arbitrum,avalanche-2,binance-bridged-usdt-bnb-smart-chain,binancecoin,bitcoin-cash,bitcoin,bonk,cardano,chainlink,dogecoin,ethena,ethereum,fartcoin,first-digital-usd,hedera-hashgraph,hyperliquid,litecoin,mantle,near,official-trump,optimism,pepe,polkadot,pudgy-penguins,ripple,sei-network,shiba-inu,solana,stellar,sui,tether,the-open-network,tron,uniswap,usd1-wlfi,usdt0,Market
2025-01-16,0.07934582414491437,0.050371982858077625,0.07077118972480842,0.08753428994293368,0.00186982530973594,0.022707876425232646,0.05122750752768857,0.03798645867029524,0.06897181081460257,0.08669569268976492,0.08705680068782197,0.08231995075686617,0.1301160410346399,0.06664303109694077,0.22510212811093128,0.001609947893450896,0.13124851557621878,0.052819727150812214,0.14193422635221825,0.035470951328976305,0.0531585708866751,,0.06169352851020375,0.09247658793843962,0.07557199990605235,0.10746822404045901,0.17382822146728635,0.07589441823461107,0.05358045400604952,0.09183433228844387,0.1359217007981432,0.055647627734713274,0.0004432048310789167,0.0292219223335293,0.07537513658397953,0.0897529173732062,,,0.038405523424055406
2025-01-17,-0.028708800452677635,-0.02880762927253222,-0.0464712329193437,0.003829237513826152,-0.001015852680202514,-0.008442136551921373,0.0012656494890309347,-0.002680937632399997,-0.029287585411335006,0.005690723860638208,0.0381597052918435,-0.024384513951631732,-0.035252614431216196,-0.04073317566022232,0.03415210051246673,-0.001440833658236206,0.10247728827224732,-0.0282939091555485,0.05111831580558844,-0.024040615096178452,-0.030126741382003445,,-0.03532679079668708,-0.05466183574420491,-0.004939771563741057,-0.0834856501689797,0.022382393988671024,-0.004945211485558738,-0.03729618852409807,0.026263109803761103,-0.019434586263766866,-0.0192629428866713,-0.00023529785993450932,-0.007916884015531402,-0.004516129381756375,-0.02979887377446872,,,-0.0032329333071455194
2025-01-18,0.07566124713760808,0.0569612073254089,0.07676150301731373,0.03532624189087991,0.0007450780429744465,0.017278278779689713,0.05819043156660859,0.040318957949046705,0.16588754910109396,0.04156026468871506,0.08767128981643185,0.09409766072171674,0.06114632606944195,0.04947062197780718,0.060848077983403255,-0.0013029475175742001,0.034498461380502575,-0.018972396070773837,0.09762727189466816,0.012239213946165752,0.1091487707465981,,0.06759961095301613,0.11464332038117928,0.0497465315292896,-0.0075796600085386665,0.019418778886791607,0.04890813633706402,0.0962969279162378,0.03965624765172322,0.012489125944381334,0.020453161638999916,0.00047913431295315616,0.02144712017644283,0.049035849444601945,0.0591667263691934,,,0.04044969079041689
2025-01-19,-0.0581751875465686,-0.04711243171111667,-0.06282730443860858,-0.05334282620904646,-0.0011588735659501233,-0.015775982778564197,-0.04917085097525546,0.0016683561207382067,0.005874156451713693,-0.032196276987774664,-0.039324128136014415,-0.04559190129573138,-0.09559033953926174,-0.04957549285452807,0.2062408250279854,-0.0005722638712837141,-0.055213754230431504,-0.06374143004497915,-0.08715148006141783,-0.06326037941993987,-0.053602595329636925,0.0,-0.07238856364075198,-0.10064481653248913,-0.06605540368402417,-0.08947864538662122,-0.008508893060876191,-0.07721320464682799,-0.06403688950343676,0.17786288976709722,0.005243837918326441,0.03231241863842604,-0.0014615061226382902,-0.05623413175851274,-0.028441095041813025,-0.05452152726259759,,,0.000949918496011257
2025-01-20,-0.02079695174452573,-0.08783398071442214,-0.0926266478850959,-0.09432638125093773,0.012290081705020212,-0.03950958494198737,-0.08341364089671913,-0.029760275280057365,-0.038314184232988685,-0.10440724338264301,0.011335774559016205,-0.10233545733716397,-0.03711394800307349,-0.030985865743257172,0.19745294005126823,0.0001930258131373075,-0.08357490243096395,-0.0662624258410446,-0.07908093773712477,-0.10915252668788177,-0.0920482451142911,0.37934482449980206,-0.06386905424419835,-0.13367713826108227,-0.12003375639605549,-0.16049703482252758,-0.10256134127530349,-0.12811355363049617,-0.1129570350074736,-0.041156209666537616,-0.12489666136961343,-0.10786263953484374,-0.00017811679684904367,-0.08614267213978746,-0.05673420775275278,-0.06757766857953992,,,-0.029777842880187883
2025-01-21,0.0816551841792193,-0.002341925016181699,-0.007151176100972121,0.000823800701561603,-0.013693816519493284,-0.00748429215362714,0.002496967194992219,0.004822417354082329,-0.07574208930223632,0.015048011591642903,0.02289311670703542,-0.01202324999358226,0.03353399958889173,0.016978177469599683,-0.17168672814672817,-0.00655780251061588,0.041047116262114915,0.007017200730702636,0.01650176895677867,0.07596932237216962,0.020302315493809012,-0.1386457846825822,-0.008878295559443604,-0.02315275983885181,0.018407331400336593,-0.024706941124940155,0.04452470109798131,0.010008301528122163,-0.0009216955551521187,-0.03844522722681372,0.02466296617524125,-0.027115861987984845,0.00025154791720168095,0.03263088613597177,0.03764907539044665,0.014533043280326603,,,0.004989607252076316
2025-01-22,0.09630209850477454,0.027209452457012888,0.03911182248883445,0.03224275195962171,0.003190558821550202,0.02306378577426024,0.03921832951225363,0.042491497764343925,0.09050410931726253,-0.002176672420046237,0.0635804113460651,0.049460992471906474,0.06109517705720958,0.019110531597732267,-0.07991782290667726,0.010696408588717347,-0.009511083400562163,0.12122692186896196,0.009278558737242542,0.057783854423557164,0.03352967805690091,0.18505884459902558,0.028412156410724865,0.012612304675982055,0.045307386158658446,-0.04431430968763109,0.0247853878715085,0.03018393619198823,0.030491021809689087,0.03216941759050485,-0.003944480126032277,0.06131919563497843,0.0010720586592241,0.03644561241676318,0.03142624848279598,0.0013775777704661644,,,0.04217208126923723
2025-01-23,-0.06764691419944126,-0.031172902199329524,-0.03153257121872311,-0.006468326738707259,-0.001580747621943674,0.0019581621803232696,-0.029143944599893973,-0.02390995698214905,-0.030471183188256822,-0.024567620535360823,-0.05168821937577385,-0.0226245563587011,-0.09220534639149096,-0.02703941552138621,-0.0857456461828745,-0.00409347843983709,-0.03905596098676143,0.05206760464800693,-0.03192875175673854,0.013075315138270654,-0.03190717247363223,-0.18162442007553495,-0.020614427924718397,-0.05089343393071526,-0.03294047733320873,0.023075244116042153,-0.002109937429563106,-0.038393873254071315,-0.035064259066743236,0.022570351233741428,-0.03416372218209199,-0.043084296489927135,-0.0005097086274285282,0.01540909465470247,0.032984717380146945,-0.047146592842405945,,,-0.023951896933908486
2025-01-24,-0.025633773853870383,-0.01589756898571892,0.026588449749625934,-0.031069618616444823,0.0014291762457020274,-0.006833683181011876,0.006958973444021281,0.003793906973615983,-0.018027531656586906,0.007909216767190665,0.013186712851365329,-0.030559231415988618,-0.003235621793160543,0.029007500556418927,-0.08194052441356602,-0.00020267683767270515,0.0081948214648116,-0.0930088490796189,0.01097211269341429,0.10967922258508749,-0.01971364675377211,-0.06180816330339516,0.006381070009989091,0.012513774127484568,-0.012271844041853578,-0.008637282022357279,-0.013690022030140704,-0.012080870562293997,-0.0016876657557164994,-0.010279740936397795,0.0108162710852906,-0.03356740236970223,0.000684409624618865,-0.02851054203016932,-0.0026265683011782942,-0.005365989464348461,,0.0,0.004137153278401509
2025-01-25,-0.008592967600632283,-0.019793141258861415,-0.02957716712866256,-0.008238226690120353,-0.0007704144545667094,-0.013666237839609614,-0.013537761972930176,0.0073487389242155735,-0.05662884852890615,-0.016804821861596177,-0.015989590485464507,-0.004825323021436372,-0.008097553440015481,-0.006240106016927253,-0.1172514208136792,0.0017179792491831686,-0.00019366098968051296,0.028711662347486483,0.018397316463236113,-0.04579325588592214,0.0004822688976288251,-0.15132845276324267,-0.004426061868518118,-0.027589420515092045,-0.00678194067893101,-0.0523659283894706,-0.006130320254615067,-0.0070368751531062895,-0.011773575738169775,0.0005180122145115321,-0.0039733224448898615,-0.030018620879380238,-0.0002873133516013162,-0.0144921693954735,0.007085629983860315,-0.026335274672800467,,0.006281615149231325,0.007162386488311047
